сервер,id,название,тема,семейство,шагов,оцениваемых,курсы,флаги,создан
tech2,456,СПИД-центр. Кейс 094,Антиспид–094 Кутырева 4,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-19
tech2,455,СПИД-центр. Кейс 090,Антиспид–090 Замятин 5,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19
tech2,454,СПИД-центр. Кейс 089,Антиспид–089 Замятин 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19
tech2,453,СПИД-центр. Кейс 088,Антиспид–088 Замятин 3,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19
tech2,452,СПИД-центр. Кейс 087,Антиспид–087 Замятин 2,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-11-19
tech2,451,СПИД-центр. Кейс 086,Антиспид–086 Замятин 1,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-11-19
tech2,450,СПИД-центр. Кейс 093,Антиспид–093 Кутырева 3,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18
tech2,449,СПИД-центр. Кейс 092,Антиспид–092 Кутырева 2,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18
tech2,448,СПИД-центр. Кейс 091,Антиспид–091 Кутырева 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-18
tech2,447,СПИД-центр. Кейс 085,Антиспид–085 Горяева 5,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18
tech2,446,СПИД-центр. Кейс 084,Антиспид–084 Горяева 4,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18
tech2,445,СПИД-центр. Кейс 083,Антиспид–083 Горяева 3,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18
tech2,444,СПИД-центр. Кейс 080,Антиспид–080 Борисова 5,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18
tech2,443,СПИД-центр. Кейс 079,Антиспид–079 Борисова 4,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18
tech2,442,СПИД-центр. Кейс 078,Антиспид–078 Борисова 3,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18
tech2,441,СПИД-центр. Кейс 077,Антиспид–077 Борисова 2,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18
tech2,440,СПИД-центр. Кейс 076,Антиспид–076 Борисова 1,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18
tech2,439,СПИД-центр. Кейс 082,Антиспид–082 Горяева 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-18
tech2,438,СПИД-центр. Кейс 081,Антиспид–081 Горяева 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-17
tech2,437,Первая доврачебная помощь 014,"Доврачебная первичная медико-санитарная помощь 014 (лечебное дело, фельдшер)",Первая доврачебная помощь,18,18,14,публичный,2024-11-16
tech2,436,Первая доврачебная помощь 009,"Доврачебная первичная медико-санитарная помощь 009 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,14,публичный,2024-11-16
tech2,435,Первая доврачебная помощь 008,"Доврачебная первичная медико-санитарная помощь 008 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,14,публичный,2024-11-16
tech2,433,Первая доврачебная помощь 004,"Доврачебная первичная медико-санитарная помощь 004 (лечебное дело, фельдшер)",Первая доврачебная помощь,18,18,14,публичный,2024-11-14
tech2,432,Первая доврачебная помощь 010,"Доврачебная первичная медико-санитарная помощь 010 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,14,публичный,2024-11-13
tech2,431,Первая доврачебная помощь 003,"Доврачебная первичная медико-санитарная помощь 003 (лечебное дело, фельдшер)",Первая доврачебная помощь,16,16,14,публичный,2024-11-10
tech2,430,Первая доврачебная помощь 002,"Доврачебная первичная медико-санитарная помощь 002 (лечебное дело, фельдшер)",Первая доврачебная помощь,15,15,14,публичный,2024-11-10
tech2,429,Первая доврачебная помощь 007,"Доврачебная первичная медико-санитарная помощь 007 (лечебное дело, фельдшер)",Первая доврачебная помощь,15,15,14,публичный,2024-11-10
tech2,428,Первая доврачебная помощь 006,"Доврачебная первичная медико-санитарная помощь 006 (лечебное дело, фельдшер)",Первая доврачебная помощь,14,14,14,публичный,2024-11-10
tech2,427,Первая доврачебная помощь 005,"Доврачебная первичная медико-санитарная помощь 005 (лечебное дело, фельдшер)",Первая доврачебная помощь,16,16,14,публичный,2024-11-10
tech2,426,Первая доврачебная помощь 001,"Доврачебная первичная медико-санитарная помощь 001 (лечебное дело, фельдшер)",Первая доврачебная помощь,18,18,14,публичный,2024-11-09
tech2,425,Инфекционные болезни 025*,Инфекционные болезни-ботулизм  взрослые 025,Инфекционные болезни,11,11,,публичный,2024-11-03
tech2,424,Инфекционные болезни 024*,Инфекционные болезни-паратиф взрослые 024,Инфекционные болезни,16,16,,публичный,2024-11-03
tech2,423,Инфекционные болезни 023*,Инфекционные болезни-Грипп взрослые 023,Инфекционные болезни,17,17,,публичный,2024-11-03
tech2,422,Инфекционные болезни 022*,Инфекционные болезни-ГЛПС взрослые 022,Инфекционные болезни,16,16,,публичный,2024-11-02
tech2,421,Инфекционные болезни 021*,Инфекционные болезни-иерсиниоз взрослые 021,Инфекционные болезни,15,15,,публичный,2024-11-02
tech2,418,Первая помощь - 39,Определение наличия признаков жизни у пострадавшего (сознание и дыхание),Первая помощь населению,8,8,,публичный,2024-11-01
tech2,417,Первая помощь - 38,Определение наличия признаков жизни у пострадавшего (сознание и дыхание),Первая помощь населению,5,5,,публичный,2024-11-01
tech2,416,Первая помощь - 37,Оказание помощи в принятии пациентом его собственных препаратов,Первая помощь населению,6,6,,публичный,2024-11-01
tech2,415,Первая помощь - 36,Первая помощь при ранении грудной клетки.,Первая помощь населению,6,6,,публичный,2024-10-31
tech2,414,Первая помощь - 35,Первая помощь при тепловом ударе,Первая помощь населению,6,6,,публичный,2024-10-31
tech2,413,Первая помощь - 34,Первая помощь при острой реакции на стресс (страх),Первая помощь населению,6,6,,публичный,2024-10-31
tech2,412,Первая помощь - 33,Первая помощь при отравлениях,Первая помощь населению,7,7,,публичный,2024-10-31
tech2,411,Первая помощь - 32,Первая помощь при укусах насекомых,Первая помощь населению,5,5,,публичный,2024-10-31
tech2,410,Первая помощь - 31,Первая помощь при укусе ядовитой змеи,Первая помощь населению,6,6,,публичный,2024-10-31
tech2,409,Переход по вопросам УДАЛИТЬ,тестирую,Прочее,4,4,,"служебный, публичный",2024-10-29
tech2,407,Инфекционные болезни 020,Инфекционные болезни- гепатит А взрослые 020,Инфекционные болезни,13,13,13,публичный,2024-10-28
tech2,406,Инфекционные болезни 019,Инфекционные болезни- балантидиаз взрослые 019,Инфекционные болезни,13,13,13,публичный,2024-10-28
tech2,405,Инфекционные болезни 018,Инфекционные болезни- амебиаз взрослые 018,Инфекционные болезни,13,13,13,публичный,2024-10-28
tech2,404,Инфекционные болезни 017,Инфекционные болезни-лептоспироз взрослые 017,Инфекционные болезни,13,13,13,публичный,2024-10-28
tech2,403,Инфекционные болезни 016,Инфекционные болезни-сальмонеллез взрослые 016,Инфекционные болезни,13,13,13,публичный,2024-10-28
tech2,402,Инфекционные болезни 015,Инфекционные болезни-дифтерия дети 015,Инфекционные болезни,13,13,13,публичный,2024-10-28
tech2,401,Инфекционные болезни 014,Инфекционные болезни-энтеробиоз дети 014,Инфекционные болезни,13,13,13,публичный,2024-10-27
tech2,400,Инфекционные болезни 013,Инфекционные болезни-паротит дети 013,Инфекционные болезни,13,13,13,публичный,2024-10-27
tech2,399,Инфекционные болезни 012,Инфекционные болезни-аденовирусная инфекция дети 012,Инфекционные болезни,13,13,13,публичный,2024-10-27
tech2,398,Инфекционные болезни 011,Инфекционные болезни-коклюш дети 011,Инфекционные болезни,13,13,13,публичный,2024-10-27
tech2,397,Первая помощь - 12,Артериальное кровотечение: предплечье,Первая помощь населению,5,5,,публичный,2024-10-27
tech2,396,Первая помощь - 30,COVID-19 и другие ОРВИ,Первая помощь населению,4,4,,публичный,2024-10-27
tech2,395,Первая помощь - 29,Действия при коме,Первая помощь населению,4,4,,публичный,2024-10-27
tech2,394,Первая помощь - 28,Сахарный диабет: гипогликемия,Первая помощь населению,3,3,,публичный,2024-10-27
tech2,393,Первая помощь - 27,Инородное тело дыхательных путей у взрослых,Первая помощь населению,5,5,,публичный,2024-10-27
tech2,392,Первая помощь - 26,Инородное тело дыхательных путей у детей,Первая помощь населению,8,8,,публичный,2024-10-27
tech2,391,Первая помощь - 25,Электротравма,Первая помощь населению,6,6,,публичный,2024-10-27
tech2,390,Первая помощь - 24,Химический ожог,Первая помощь населению,5,5,,публичный,2024-10-27
tech2,389,Первая помощь - 23,Термический ожог,Первая помощь населению,5,5,,публичный,2024-10-27
tech2,388,Первая помощь - 22,Обморожение,Первая помощь населению,4,4,,публичный,2024-10-27
tech2,387,Первая помощь - 21,Отравление угарным газом,Первая помощь населению,8,8,,публичный,2024-10-27
tech2,386,Первая помощь - 20,Утопление,Первая помощь населению,8,8,,публичный,2024-10-27
tech2,385,Первая помощь - 19,Судороги/эпилепсия,Первая помощь населению,5,5,,публичный,2024-10-24
tech2,384,Первая помощь - 18,Инсульт,Первая помощь населению,4,4,,публичный,2024-10-24
tech2,383,Первая помощь - 17,Инфаркт/стенокардия,Первая помощь населению,4,4,,публичный,2024-10-24
tech2,382,Первая помощь - 16,Обморок/коллапс,Первая помощь населению,4,4,,публичный,2024-10-24
tech2,381,Первая помощь - 13,Основные транспортные положения при травмах,Первая помощь населению,11,11,,публичный,2024-10-24
tech2,380,Парк,ПАРК,Бытовые происшествия,28,28,,публичный,2024-10-23
tech2,379,Инфекционные болезни 10,Инфекционные болезни-инфекционный мононуклеоз взрослые 10,Инфекционные болезни,13,13,13,публичный,2024-10-17
tech2,378,Инфекционные болезни 09,Инфекционные болезни-краснуха дети 09,Инфекционные болезни,13,13,13,публичный,2024-10-17
tech2,377,Замбон Урология-1,Урология (Замбон) Демо,Фарм-компании (промо),19,19,,публичный,2024-10-17
tech2,376,Инфекционные болезни 08,Инфекционные болезни-менингококковый менингит дети 08,Инфекционные болезни,14,14,13,публичный,2024-10-17
tech2,375,Инфекционные болезни 07,Инфекционные болезни-грипп взрослые 07,Инфекционные болезни,14,14,13,публичный,2024-10-17
tech2,374,Инфекционные болезни 06,Инфекционные болезни-энтеровирусная инфекция взрослые 06,Инфекционные болезни,12,12,13,публичный,2024-10-16
tech2,373,Инфекционные болезни 05,Инфекционные болезни-ветряная оспа дети 05,Инфекционные болезни,13,13,13,публичный,2024-10-16
tech2,372,Инфекционные болезни 04,Инфекционные болезни-корь дети 04,Инфекционные болезни,13,13,13,публичный,2024-10-16
tech2,371,Инфекционные болезни 03,Инфекционные болезни-скарлатина дети 03,Инфекционные болезни,12,12,13,публичный,2024-10-15
tech2,370,Инфекционные болезни 02,Инфекционные болезни-брюшной тиф взрослый 02,Инфекционные болезни,14,14,13,публичный,2024-10-15
tech2,369,Инфекционные болезни 01,Инфекционные болезни-шигеллез взрослые 01,Инфекционные болезни,13,13,13,публичный,2024-10-15
tech2,368,Первая помощь - 10,Артериальное кровотечение: предплечье,Первая помощь населению,10,10,,публичный,2024-10-13
tech2,367,Первая помощь - 09,Артериальное кровотечение: плечо,Первая помощь населению,10,10,,публичный,2024-10-13
tech2,366,Первая помощь - 08,Артериальное кровотечение: бедро,Первая помощь населению,8,8,,публичный,2024-10-12
tech2,365,Первая помощь - 07,Артериальное кровотечение: голень,Первая помощь населению,8,8,,публичный,2024-10-12
tech2,364,Первая помощь - 06,Открытый перелом,Первая помощь населению,6,6,,публичный,2024-10-12
tech2,363,Первая помощь - 05,Перелом ключицы,Первая помощь населению,4,4,,публичный,2024-10-12
tech2,362,Первая помощь - 04,Перелом плеча,Первая помощь населению,7,7,,публичный,2024-10-12
tech2,361,Первая помощь - 03,Перелом предплечья,Первая помощь населению,7,7,,публичный,2024-10-11
tech2,360,Первая помощь - 02,Перелом бедра,Первая помощь населению,6,6,,публичный,2024-10-11
tech2,359,Первая помощь - 01,Перелом голени,Первая помощь населению,6,6,,публичный,2024-10-10
tech2,358,ТЕСТ - Верстка ответов с картинками,Голень-1,Прочее,1,1,,служебный,2024-10-08
tech2,357,СПИД-центр. Кейс 060,Антиспид–060 Макурина 5,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-10-04
tech2,356,СПИД-центр. Кейс 075,Антиспид–075 Шилов 5,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-10-04
tech2,355,СПИД-центр. Кейс 074,Антиспид–074 Шилов 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-04
tech2,354,СПИД-центр. Кейс 073,Антиспид–073 Шилов 3,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-10-04
tech2,353,СПИД-центр. Кейс 072,Антиспид–072 Шилов 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-04
tech2,352,СПИД-центр. Кейс 071,Антиспид–071 Шилов 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-04
tech2,351,СПИД-центр. Кейс 059,Антиспид–059 Макурина 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-04
tech2,350,СПИД-центр. Кейс 058,Антиспид–058 Макурина 3,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-10-04
tech2,349,СПИД-центр. Кейс 070,Антиспид–070 Мотова 5,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-03
tech2,348,СПИД-центр. Кейс 057,Антиспид–057 Макурина 2,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-10-03
tech2,347,СПИД-центр. Кейс 056,Антиспид–056 Макурина 1,ВИЧ — кейсы СПИД-центра,17,17,15 11,публичный,2024-10-03
tech2,346,СПИД-центр. Кейс 069,Антиспид–069 Мотова 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-03
tech2,345,СПИД-центр. Кейс 055,Антиспид–055 Надельман 5,ВИЧ — кейсы СПИД-центра,12,12,15 11,публичный,2024-10-03
tech2,344,СПИД-центр. Кейс 068,Антиспид–068 Мотова 3,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-03
tech2,343,СПИД-центр. Кейс 067,Антиспид–067 Мотова 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-03
tech2,342,СПИД-центр. Кейс 040,Антиспид–040 Пушкарева 5,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-10-03
tech2,341,СПИД-центр. Кейс 054,Антиспид–054 Надельман 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-02
tech2,340,СПИД-центр. Кейс 066,Антиспид–066 Мотова 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-02
tech2,339,СПИД-центр. Кейс 053,Антиспид–053 Надельман 3,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-10-02
tech2,338,СПИД-центр. Кейс 065,Антиспид–065 Касиева  5,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-10-02
tech2,337,СПИД-центр. Кейс 064,Антиспид–064 Касиева  4,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-10-02
tech2,336,СПИД-центр. Кейс 052,Антиспид–052 Надельман 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-29
tech2,335,СПИД-центр. Кейс 051,Антиспид–051 Надельман 1,ВИЧ — кейсы СПИД-центра,11,11,15 11,публичный,2024-09-29
tech2,334,СПИД-центр. Кейс 050,Антиспид–050 Вахидова 5,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-09-29
tech2,333,СПИД-центр. Кейс 063,Антиспид–063 Касиева 3,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-09-29
tech2,332,СМП 56 v2,Менингококковый менингит,СМП — скорая помощь,10,10,12,"версия 2, публичный",2024-09-29
tech2,331,СМП 57 v2,Оснащение скорой,СМП — скорая помощь,29,29,12,"версия 2, публичный",2024-09-27
tech2,329,СМП 55 v2,Ветряная оспа,СМП — скорая помощь,10,10,12,"версия 2, публичный",2024-09-26
tech2,328,СМП 54 v2,Скарлатина,СМП — скорая помощь,11,11,12,"версия 2, публичный",2024-09-26
tech2,327,СПИД-центр. Кейс 062,Антиспид–062 Касиева 2,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-09-26
tech2,326,СМП 53 v2,Краснуха,СМП — скорая помощь,10,10,12,"версия 2, публичный",2024-09-26
tech2,325,СМП 52 v2,Корь,СМП — скорая помощь,10,10,12,"версия 2, публичный",2024-09-26
tech2,324,СМП 51 v2,Анафилактический шок,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-09-26
tech2,323,СМП 50 v2,Дыхательная недостаточность,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-09-25
tech2,322,СПИД-центр. Кейс 049,Антиспид–049 Вахидова 4,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-25
tech2,321,СПИД-центр. Кейс 047,Антиспид–047 Вахидова 2,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-25
tech2,320,СПИД-центр. Кейс 048,Антиспид–048 Вахидова 3,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-24
tech2,318,СПИД-центр. Кейс 061,Антиспид–061 Касиева  1,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-09-24
tech2,317,СПИД-центр. Кейс 046,Антиспид–046 Вахидова 1,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-23
tech2,316,test editor text,Тестовый,Прочее,1,1,,"служебный, публичный",2024-09-22
tech2,313,ТЕСТ-первая помощь голень,Голень-1,Прочее,6,6,,служебный,2024-09-21
tech2,312,СПИД-центр. Кейс 045,Антиспид–045 Сабурова 5,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-09-21
tech2,311,СПИД-центр. Кейс 044,Антиспид–044 Сабурова 4,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-20
tech2,310,СПИД-центр. Кейс 043,Антиспид–043 Сабурова 3,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-20
tech2,309,СПИД-центр. Кейс 042,Антиспид–042 Сабурова 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-19
tech2,308,СПИД-центр. Кейс 041,Антиспид–041 Сабурова 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-19
tech2,307,СМП 49 v2,Острая кишечная инфекция,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-09-19
tech2,306,СПИД-центр. Кейс 037,Антиспид–036 Пушкарева 2,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-09-17
tech2,305,СПИД-центр. Кейс 039,Антиспид–039 Пушкарева 4,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-16
tech2,303,СПИД-центр. Кейс 038,Антиспид–038 Пушкарева 3,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-16
tech2,301,СПИД-центр. Кейс 036,Антиспид–036 Пушкарева 1,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-16
tech2,300,СПИД-центр. Кейс 035,Антиспид–035 Чистова 5,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-15
tech2,299,СПИД-центр. Кейс 034,Антиспид–034 Чистова 4,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-15
tech2,298,СПИД-центр. Кейс 033,Антиспид–033 Чистова 3,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-09-14
tech2,297,СПИД-центр. Кейс 032,Антиспид–032 Чистова 2,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-14
tech2,296,СПИД-центр. Кейс 031,Антиспид–031 Чистова 1,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-12
tech2,292,СПИД-центр. Кейс 030,Антиспид–030 Наумова 5,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-09-11
tech2,291,СПИД-центр. Кейс 029,Антиспид–029 Наумова 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-11
tech2,290,СПИД-центр. Кейс 028,Антиспид–028 Наумова 3,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-09-11
tech2,289,СПИД-центр. Кейс 027,Антиспид–027 Наумова 2,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-09-11
tech2,288,СПИД-центр. Кейс 026,Антиспид–026 Наумова 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-10
tech2,287,СПИД-центр. Кейс 025,Антиспид–025 Куракина 5,ВИЧ — кейсы СПИД-центра,15,15,,публичный,2024-09-09
tech2,286,СПИД-центр. Кейс 024,Антиспид–024 Куракина 4,ВИЧ — кейсы СПИД-центра,11,11,,публичный,2024-09-09
tech2,285,СПИД-центр. Кейс 023,Антиспид–023 Куракина 3,ВИЧ — кейсы СПИД-центра,12,12,,публичный,2024-09-09
tech2,284,СПИД-центр. Кейс 022,Антиспид–022 Куракина 2,ВИЧ — кейсы СПИД-центра,14,14,,публичный,2024-09-09
tech2,283,СПИД-центр. Кейс 021,Антиспид–021 Куракина 1,ВИЧ — кейсы СПИД-центра,15,15,,публичный,2024-09-09
tech2,282,СПИД-центр. Кейс 020,Антиспид–020 Сударева 5,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-09-09
tech2,281,СПИД-центр. Кейс 019,Антиспид–019 Сударева 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-09
tech2,280,СПИД-центр. Кейс 018,Антиспид–018 Сударева 3,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-09
tech2,279,СПИД-центр. Кейс 017,Антиспид–017 Сударева 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-08
tech2,278,СПИД-центр. Кейс 016,Антиспид–016 Сударева_1,ВИЧ — кейсы СПИД-центра,12,12,15 11,публичный,2024-09-08
tech2,277,СПИД-центр. Кейс 001,Антиспид–001 Ботвинова_м01,ВИЧ — кейсы СПИД-центра,17,17,15 11,публичный,2024-09-05
tech2,276,СПИД-центр. Кейс 015,Антиспид–015 Тибилова_5,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-04
tech2,275,СПИД-центр. Кейс 014,Антиспид–014 Тибилова_4,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-09-04
tech2,274,СПИД-центр. Кейс 013,Антиспид–013 Тибилова_3,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-04
tech2,272,СПИД-центр. Кейс 012,Антиспид–012 Тибилова_2,ВИЧ — кейсы СПИД-центра,12,12,15 11,публичный,2024-09-04
tech2,271,СПИД-центр. Кейс 011,Антиспид–011 Тибилова_1,ВИЧ — кейсы СПИД-центра,12,12,15 11,публичный,2024-09-04
tech2,270,СПИД-центр. Кейс 007,Антиспид–007 Соболева_2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-09-04
tech2,269,СПИД-центр. Кейс 009,Антиспид–009 Соболева_4,ВИЧ — кейсы СПИД-центра,8,8,15 11,публичный,2024-09-03
tech2,268,СПИД-центр. Кейс 006,Антиспид–006 Соболева_1,ВИЧ — кейсы СПИД-центра,8,8,15 11,публичный,2024-09-03
tech2,267,020924 Тест внешних сценариев РЕД,Тест внешних сценариев на ПРОДе,Прочее,0,0,,"служебный, публичный",2024-09-02
tech2,266,Тест внешний,Тест внешний,Прочее,0,0,,публичный,2024-08-30
tech2,265,СМП 48 v2,ОКС без подъёма ST,СМП — скорая помощь,15,15,12,"версия 2, публичный",2024-08-26
tech2,264,СМП 47 v2,ОКС с подъемом ST,СМП — скорая помощь,15,15,12,"версия 2, публичный",2024-08-26
tech2,263,СМП 46 v2,Нестабильная стенокардия,СМП — скорая помощь,15,15,12,"версия 2, публичный",2024-08-26
tech2,262,СМП 45 v2,Острый панкреатит,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,261,СМП 44 v2,Острый холецистит,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,260,СМП 43 v2,Острый аппендицит,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,259,СМП 42 v2,Острая кишечная непроходимость,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,258,СМП 41 v2,Синоатриальная блокада,СМП — скорая помощь,14,14,16 12,"версия 2, публичный",2024-08-26
tech2,257,СМП 40 v2,Острый коронарный синдром с подъемом ST,СМП — скорая помощь,15,15,16 12,"версия 2, публичный",2024-08-26
tech2,256,СМП 39 v2,ОКС с подъемом ST,СМП — скорая помощь,15,15,16 12,"версия 2, публичный",2024-08-26
tech2,255,СМП 38 v2,Желудочно-кишечное кровотечение,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,254,СМП 37 v2,Аневризма брюшной аорты,СМП — скорая помощь,15,15,12,"версия 2, публичный",2024-08-26
tech2,253,СМП 36 v2,Аневризма грудной аорты,СМП — скорая помощь,15,15,12,"версия 2, публичный",2024-08-26
tech2,252,СМП 35 v2,Эукинетический гипертонический криз,СМП — скорая помощь,15,15,16 12,"версия 2, публичный",2024-08-26
tech2,251,СМП 34 v2,ТЭЛА,СМП — скорая помощь,14,14,16 12,"версия 2, публичный",2024-08-26
tech2,250,СМП 33 v2,Острый тромбоз вен нижних конечностей,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,249,СМП 32 v2,Острый тромбоз артерий конечности,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,248,СМП 31 v2,Геморрагический инсульт,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,247,СМП 30 v2,Острая сердечная недостаточность. Отёк легких,СМП — скорая помощь,15,15,16 12,"версия 2, публичный",2024-08-26
tech2,246,СМП 29 v2,Преэклампсия,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,245,СМП 28 v2,Эпилептический статус,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,244,СМП 27 v2,Травматический шок,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,243,СМП 26 v2,Геморрагический шок,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,242,СМП 25 v2,Анафилактический шок,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,241,СМП 24 v2,Ожоговый шок,СМП — скорая помощь,13,13,12,"версия 2, публичный",2024-08-26
tech2,240,СМП 23 v2,Отравление кокаином,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,239,СМП 22 v2,Отравление амфетамином,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,238,СМП 21 v2,Отравление фосфорорганическим соединением.,СМП — скорая помощь,14,14,12,"версия 2, публичный",2024-08-26
tech2,237,СМП 20 v2,Полная поперечная АВ-блокада,СМП — скорая помощь,15,15,16 12,"версия 2, публичный",2024-08-26
tech2,236,СМП 19 v2,Двунаправленная веретенообразная желудочковая тахикардия,СМП — скорая помощь,15,15,16 12,"версия 2, публичный",2024-08-26
tech2,235,СМП 18 v2,Синусовая брадикардия,СМП — скорая помощь,14,14,16 12,"версия 2, публичный",2024-08-26
