сервер,id,название,тема,семейство,шагов,оцениваемых,курсы,флаги,создан,сюжет,проверяется,верно
tech2,461,СПИД-центр. Кейс 101,Антиспид–101 Юнев 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19,"Пациент Мужчина, 45 лет, обратился в стационар с лихорадкой и головной болью.","Назначьте лабораторное и инструментальное обследование на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию?","ВИЧ-инфекция; Геморрагичесмкая лихорадка с почечным синдромом; Острая кишечная инфекция; Общий анализ крови, общий анализ мочи"
tech2,460,СПИД-центр. Кейс 104,Антиспид–104 Юнев 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19,"Пациент Мужчина, 45 года, обратился в стационар с лихорадкой.","Назначьте лабораторное и инструментальное обследование на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию?","Инфекционный мононуклеоз; Общий анализ крови, общий анализ мочи; Биохимический анализ крови; Обследование на сифилис, гепатиты В и С, ВИЧ"
tech2,459,СПИД-центр. Кейс 097,Антиспид–097 Соломина 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19,"Мужчина, 41 год, направлен на консультацию инфекциониста эпидемиологом центра СПИДа для постановки на диспансерный учет и назначения АРВТ.","Назначьте лабораторные и инструментальные обследования, консультации специалистов","ВИЧ-инфекция, Туберкулез; Гепатит С; ОАК; ОАМ"
tech2,458,СПИД-центр. Кейс 096,Антиспид–096 Соломина 1,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-19,Мужчина 42 года. Направлен к инфекционисту СПИД-центра для назначения АРВТ.,Как часто контролируются лабораторные показатели у ВИЧ-положительных пациентов?,"ВИЧ-инфекция, Туберкулез; ВИЧ-инфекция. Стадия вторичных заболеваний (4Б), фаза прогрессирования вне АРВТ; Диссеминированный процесс в легких, генез?; Ко-тримоксазол"
tech2,457,СПИД-центр. Кейс 095,Антиспид–095 Кутырева 5,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-19,"Женщина, 34 года. Обратилась на прием участкового терапевта по месту жительства.",Назначьте лабораторное и инструментальное обследование на амбулаторном этапе,ВИЧ-инфекция; Кандидоз ротоглотки; ГЭРБ; Кандидоз пищевода
tech2,456,СПИД-центр. Кейс 094,Антиспид–094 Кутырева 4,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-19,"Мужчина, 47 лет. Обратился в приемный покой областной больницы.",Назначьте лабораторное и инструментальное обследование; Рекомендации,Флегмона мошонки; ВИЧ-инфекция; Хронический гепатит С; ОАК
tech2,455,СПИД-центр. Кейс 090,Антиспид–090 Замятин 5,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19,Пациент Мужчина 30 лет обратился на прием к участковому терапевту по направлению от стоматолога.,"Назначьте лабораторное и инструментальное обследование на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию?",Лимфаденопатия неясной этиологии; Нарушения свертываемости крови; Общий анализ крови; Общий анализ мочи
tech2,454,СПИД-центр. Кейс 089,Антиспид–089 Замятин 4,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19,Пациент Мужчина 30 лет обратился на прием в поликлинику к участковому терапевту.,"Назначьте лабораторное и инструментальное обследование на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию?",ВИЧ-инфекция; Кандидоз слизистой ротоглотки; Общий анализ крови; Общий анализ мочи
tech2,453,СПИД-центр. Кейс 088,Антиспид–088 Замятин 3,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-19,Пациент Женщина 27 лет обратилась в поликлинику к участковому терапевту по месту жительства.,"Назначьте лабораторное и инструментальное обследование на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию?",Лихорадка неясного генеза; ВИЧ-инфекция; Общий анализ крови; Общий анализ мочи
tech2,452,СПИД-центр. Кейс 087,Антиспид–087 Замятин 2,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-11-19,Пациент Мужчина 33 лет обратился к участковому терапевту по месту жительства.,"Назначьте лабораторное и инструментальное обследование на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию?",ВИЧ – инфекция; Туберкулез легких; Общий анализ крови; Общий анализ мочи
tech2,451,СПИД-центр. Кейс 086,Антиспид–086 Замятин 1,ВИЧ — кейсы СПИД-центра,16,16,15 11,публичный,2024-11-19,Пациент Мужчина 27 лет обратился к участковому терапевту по месту жительства.,"Назначьте лабораторное и инструментальное обследование на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию?",Лихорадка неясного генеза; ВИЧ-инфекция; Общий анализ крови; Общий анализ мочи
tech2,450,СПИД-центр. Кейс 093,Антиспид–093 Кутырева 3,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18,"Мужчина, 49 лет. Обратился на прием участкового терапевта по месту жительства.",Назначьте обследование на амбулаторном этапе,Одонтогенный абсцесс левой подглазничной области; ВИЧ-инфекция; ОАК; ОАМ
tech2,449,СПИД-центр. Кейс 092,Антиспид–092 Кутырева 2,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18,"Мужчина, 33 года. Обратился на прием участкового терапевта по месту жительства.",Назначьте лабораторное и инструментальное обследование на амбулаторном этапе,Лимфаденит; ВИЧ-инфекция; ОАК; ОАМ
tech2,448,СПИД-центр. Кейс 091,Антиспид–091 Кутырева 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-18,"Женщина, 37 лет. Обратилась на прием участкового терапевта по месту жительства.",Назначьте обследование на амбулаторном этапе,ВИЧ-инфекция; Кандидоз ротоглотки; Ретинит; ОАК
tech2,447,СПИД-центр. Кейс 085,Антиспид–085 Горяева 5,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18,Женщина 40 лет обратилась на прием к участковому терапевту.,Рекомендуемые обследования на амбулаторном этапе,"Холецистит, обострение; Гастрит, обострение; ОАК; ОАМ"
tech2,446,СПИД-центр. Кейс 084,Антиспид–084 Горяева 4,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18,Женщина 38 лет обратилась к участковому терапевту по месту жительства.,"Рекомендуемые обследования на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию у пациента?","ОРВИ; Герпетическая инфекция; ОАК, ОАМ, биохимический анализ крови; Обследование на сифилис, ВИЧ, гепатиты В и С"
tech2,445,СПИД-центр. Кейс 083,Антиспид–083 Горяева 3,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18,Мужчина 38 лет обратился к участковому терапевту по месту жительства.,Рекомендуемые обследования на амбулаторном этапе,"ВИЧ-инфекция; Хронический гепатит С; Цирроз печени; ОАК, ОАМ, биохимический анализ крови"
tech2,444,СПИД-центр. Кейс 080,Антиспид–080 Борисова 5,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18,Пациент Мужчина 37 лет обратился на прием к терапевту по месту жительства.,Назначьте лабораторное и инструментальное обследование на амбулаторном этапе,"Общий анализ крови; Общий анализ мочи; Биохимический анализ крови; ИФА крови a/HCV,HbsAg, а/Lues"
tech2,443,СПИД-центр. Кейс 079,Антиспид–079 Борисова 4,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18,Пациент Мужчина 33 лет обратился на прием к инфекционисту по месту жительства.,Назначьте лабораторное и инструментальное обследование на амбулаторном этапе,"Общий анализ крови; Общий анализ мочи; Биохимический анализ крови; ИФА крови a/HCV,HbsAg, а/Lues"
tech2,442,СПИД-центр. Кейс 078,Антиспид–078 Борисова 3,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18,Пациент Женщина 26 лет обратилась на прием к терапевту по месту жительства.,Назначьте лабораторное и инструментальное обследование на амбулаторном этапе,"Общий анализ крови; Общий анализ мочи; Биохимический анализ крови; ИФА крови a/HCV, HbsAg"
tech2,441,СПИД-центр. Кейс 077,Антиспид–077 Борисова 2,ВИЧ — кейсы СПИД-центра,14,14,15 11,публичный,2024-11-18,Пациент Мужчина 44-лет обратился в поликлинику к дерматологу по месту жительства.,Назначьте лабораторное и инструментальное обследование на амбулаторном этапе; Может ли возникать лимфедема при поражении кожи нижних конечностей?,"Общий анализ крови; Общий анализ мочи; Биохимический анализ крови; ИФА крови a/HCV, HbsAg"
tech2,440,СПИД-центр. Кейс 076,Антиспид–076 Борисова 1,ВИЧ — кейсы СПИД-центра,13,13,15 11,публичный,2024-11-18,Пациент Женщина 35 лет обратилась на прием к неврологу в поликлинику по месту жительства.,Назначьте лабораторное и инструментальное обследование на амбулаторном этапе,"Общий анализ крови; Общий анализ мочи; Биохимический анализ крови; ИФА крови на гепатиты В и С, сифилис"
tech2,439,СПИД-центр. Кейс 082,Антиспид–082 Горяева 2,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-18,Мужчина 52 лет впервые обратился к участковому терапевту по месту жительства.,"Рекомендуемые обследования на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию у пациента?","Пневмония; Туберкулез легких; Лихорадка неясного генеза; ОАК, ОАМ"
tech2,438,СПИД-центр. Кейс 081,Антиспид–081 Горяева 1,ВИЧ — кейсы СПИД-центра,15,15,15 11,публичный,2024-11-17,"Мужчина, 41 год. Обратился впервые к терапевту по месту жительства.","Рекомендуемые обследования на амбулаторном этапе; Какие анамнестические, физикальные, лабораторные и инструментальные данные позволяют заподозрить ВИЧ-инфекцию?","ОРВИ; Коронавирусная инфекция; ОАК, ОАМ; Биохимический анализ крови"
tech2,437,Первая доврачебная помощь 014,"Доврачебная первичная медико-санитарная помощь 014 (лечебное дело, фельдшер)",Первая доврачебная помощь,18,18,14,публичный,2024-11-16,"Вы фельдшер ФАП, к вам обратился муж больной для оказания экстренной медицинской помощи.",Какой лекарственный препарат необходим для купирования развившегося состояния?; Какой препарат можно рекомендовать для профилактики симпатоадреналовых кризов?,Рациональная психотерапия; Аутогенная тренировка; Организация труда и отдыха; Ограничение чрезмерных эмоциональных нагрузок
tech2,436,Первая доврачебная помощь 009,"Доврачебная первичная медико-санитарная помощь 009 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,14,публичный,2024-11-16,"К Вам, фельдшеру ФАП , обратился мужчина 37 лет с жалобами на тошноту, рвоту, жидкий стул 1 раз, сухость во рту, головокружение, нарушение зрения.",Выберите оптимальную терапию; Определите маршрутизацию пациетна,Ботулизм; Строгий постельный режим; Контроль функции внешнего дыхания; Зондовое или парентеральное питание
tech2,435,Первая доврачебная помощь 008,"Доврачебная первичная медико-санитарная помощь 008 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,14,публичный,2024-11-16,"К пациенту 42 лет прибыл фельдшер «Скорой помощи» по поводу жалоб больного на слабость, головную боль и повышение температуры до 39°С, озноб.",Выберите оптимальную терапию; Определите маршрутизацию пациетна,"Малярия; Постельный режим; Диета № 4 (острый период), при улучшении состояния - стол №2, далее- №15.; Обильное питье (сладкий чай, регидрон)"
tech2,433,Первая доврачебная помощь 004,"Доврачебная первичная медико-санитарная помощь 004 (лечебное дело, фельдшер)",Первая доврачебная помощь,18,18,14,публичный,2024-11-14,"Вы фельдшер ФАП, к Вам обратился пациент 65 лет, который предъявляет жалобы на острое, резкое затрудненное мочеиспускание.",В результате какого заболевания вероятнее всего развилось данное состояние?; Выберите спазмолитический препарат,Острая задержка мочеиспускания; Доброкачественная гиперплазия предстательной железы; Оценить наличие и количество мочи в мочевом пузыре; Введение спазмолитиков
tech2,432,Первая доврачебная помощь 010,"Доврачебная первичная медико-санитарная помощь 010 (лечебное дело, фельдшер)",Первая доврачебная помощь,19,19,14,публичный,2024-11-13,"К Вам, фельдшеру ФАП, обратился мужчина 40 лет на 3-й день болезни.",Какой лекарственный препарат необходимо рекомендовать после появления мокроты?; Определите режим двигательной активности пациента,Грипп средней степени тяжести; Осельтамивир; Амбулаторное лечение; Ибупрофен
tech2,431,Первая доврачебная помощь 003,"Доврачебная первичная медико-санитарная помощь 003 (лечебное дело, фельдшер)",Первая доврачебная помощь,16,16,14,публичный,2024-11-10,"Вы фельдшер ФАП, к Вам обратилась пациентка 32 лет, с жалобами на боли в животе и рвоту.",Выберите препарат для медикаментозной терапии; Определите режим двигательной активности пациента,Острый аппендицит; Успокоить пациента; Пузырь со льдом в правую подвздошную область; Экстренная госпитализация  машиной СМП в хирургическое отделение
tech2,430,Первая доврачебная помощь 002,"Доврачебная первичная медико-санитарная помощь 002 (лечебное дело, фельдшер)",Первая доврачебная помощь,15,15,14,публичный,2024-11-10,"Вы фельдшер ФАП, к Вам обратился пациент 46 лет с жалобами на наличие раны в области правой голени. Со слов больного известно, что травму получил в быту (упал н",Вам необходимо обработать рану (определите последовательность действий); Выберите препарат с целью обезболивания,Резаная рана правой голени; Обработать рану; Придать поврежденной конечности возвышенное положение; Наложить давящую повязку
tech2,429,Первая доврачебная помощь 007,"Доврачебная первичная медико-санитарная помощь 007 (лечебное дело, фельдшер)",Первая доврачебная помощь,15,15,14,публичный,2024-11-10,"К Вам, фельдшеру ФАП, обратилась пациентка 30 лет с жалобами на слабость, умеренную головную боль, повышение температуры до 39,4°С, схваткообразные боли внизу ж",Выберите оптимальную терапию; Определите маршрутизацию пациетна,"Дизентерия; Постельный режим; Диета № 4 (острый период), при улучшении состояния - стол №2, далее- №15.; Обильное питье (сладкий чай, регидрон)"
tech2,428,Первая доврачебная помощь 006,"Доврачебная первичная медико-санитарная помощь 006 (лечебное дело, фельдшер)",Первая доврачебная помощь,14,14,14,публичный,2024-11-10,"Вы фельдшер ФАП. На приём обратилась женщина 35 лет. Жалуется на высыпания на лице, зуд, жжение в очагах, слабость, недомогание.",Выберите рекомендации по обработке высыпаний; Дополнительный вопрос,Простой герпес; Свободный режим; Диета № 15; Соблюдение правил ухода за лицом
tech2,427,Первая доврачебная помощь 005,"Доврачебная первичная медико-санитарная помощь 005 (лечебное дело, фельдшер)",Первая доврачебная помощь,16,16,14,публичный,2024-11-10,"Вы фельдшер ФАП, к Вам обратился пациент 42 лет. С жалобами на высыпания на коже верхней губы и подбородка.",Выберите препарат для обработки очага и области кожи вокруг очага; Далее на область поражения необходимо наложить влажно-высыхающую повязку,Стафилококковый сикоз; консультации эндокринолога и отоларинголога; исключение  алкоголя; соблюдение личной гигиены
tech2,426,Первая доврачебная помощь 001,"Доврачебная первичная медико-санитарная помощь 001 (лечебное дело, фельдшер)",Первая доврачебная помощь,18,18,14,публичный,2024-11-09,"Вы фельдшер ФАП, к Вам обратился молодой человек 23 лет, со слов которого известно, что он упал с лестницы в подъезде дома.",Выберите препарат для проведения анальгезирующей терапии; Определите режим двигательной активности пациента,Закрытый перелом правой ключицы со смещением отломков; Успокоить пациента; Придать конечности физиологическое положение; Наложить повязку Дезо
tech2,425,Инфекционные болезни 025*,Инфекционные болезни-ботулизм  взрослые 025,Инфекционные болезни,11,11,,публичный,2024-11-03,"Мужчина 40 лет в сопровождении жены доставлен каретой скорой помощи в приемный покой из дачного поселка. Жена в панике, с её слов «муж не может глотать и ничего",Определите основные причины смерти пациентов с ботулизмом?,"Реакция нейтрализации путем биопробы на белых мышах; Бактериологический посев на специальные питательные среды (Китта–Тароцци, казеиново-грибную, бульон Хоттингера); Ботулизм средней степени тяжести; Асфиксия"
tech2,424,Инфекционные болезни 024*,Инфекционные болезни-паратиф взрослые 024,Инфекционные болезни,16,16,,публичный,2024-11-03,В инфекционный стационар доставлен пациент 48 лет в состоянии средней степени тяжести на 7-й день болезни.,Дифференциальная диагностика между какими заболеваниями будет Вами проведена?; Какое осложнение развилось у пациента?,Паратифы; Сыпной тиф; Брюшной тиф; Корь
tech2,423,Инфекционные болезни 023*,Инфекционные болезни-Грипп взрослые 023,Инфекционные болезни,17,17,,публичный,2024-11-03,Женщина 47 лет доставлена каретой СМП в приемный покой городской инфекционной больницы.,Дифференциальная диагностика между какими заболеваниями будет Вами проведена?; Какие данные указывают на тяжелый прогноз болезни у пациентки?,Грипп; Парагрипп; Пневмония; Новая коронавирусная инфекция
tech2,422,Инфекционные болезни 022*,Инфекционные болезни-ГЛПС взрослые 022,Инфекционные болезни,16,16,,публичный,2024-11-02,Женщина 62 лет доставлена в инфекционную больницу на 5-й день болезни.,Дифференциальная диагностика между какими заболеваниями будет Вами проведена?; На основании каких данных можно исключить наличие у больной гриппа?,Грипп; Сыпной тиф; Лептоспироз; Острый пиелонефрит
tech2,421,Инфекционные болезни 021*,Инфекционные болезни-иерсиниоз взрослые 021,Инфекционные болезни,15,15,,публичный,2024-11-02,"Пациент 26 лет поступил в инфекционный стационар на 5–й день болезни с жалобами на повышение температуры, слабость, першение в горле, жидкий стул, схваткообразн",Какой признак говорит о генерализации процесса в организме?,"Иерсиниоз; Бактериологический методы исследования (для исследования берется кал, смыв с задней стенки глотки); Метод парных сывороток; Иммунологические методы (ИФА, РИФ, РНИФ для выявления антигенов)"
tech2,418,Первая помощь - 39,Определение наличия признаков жизни у пострадавшего (сознание и дыхание),Первая помощь населению,8,8,,публичный,2024-11-01,"Ситуация: Вы находитесь на работе, вас позвали коллеги, чтобы помочь человеку, Он лежит без сознания, дыхание сохранено, скорая помощь уже в пути. Необходимо пр",Что необходимо сделать в первую очередь ?; Что необходимо сделать далее ?,Осмотреть голову пострадавшего; Выполнить осмотр шеи; Осмотреть грудь и спину пострадавшего; Выполнить осмотр живота и таза пострадавшего
tech2,417,Первая помощь - 38,Определение наличия признаков жизни у пострадавшего (сознание и дыхание),Первая помощь населению,5,5,,публичный,2024-11-01,"Ситуация: Вы находитесь в магазине, как вдруг слышите звуки падения и крики женщин.","Что необходимо сделать в первую очередь ?; Пострадавший вам не ответил, ваши дальнейшие действия ?","Потрясти пострадавшего за плечи, задавая вопрос:  что с вами ? Или Вам нужна помощь?; Одну руку положить на лоб пострадавшего, двумя пальцами другой поднять подбородок и запрокинуть голову. Наклониться к пострадавшему и пытаться определить наличие дыхания; Приступить к СЛР. Попросить помощника вызвать СМП и сообщить вам о том, что вызов выполнен."
tech2,416,Первая помощь - 37,Оказание помощи в принятии пациентом его собственных препаратов,Первая помощь населению,6,6,,публичный,2024-11-01,"Ситуация: Вы сидите в очереди в банке, как вдруг женщине рядом с вами становится плохо, она резко почувствовала слабость, сильное сердцебиение. Однако женщина з","Что необходимо сделать в первую очередь ?; В такой ситуации врач рекомендовал принять таблетки Верапамила, которые пациентка оставила в куртке в гардеробе. Дойти ей тяжело. Далее необходимо:","Спросить, есть ли у нее какие-либо заболевания.; Уточнить, какие препараты, она принимает в случае такого состояния.; Помочь пациентке принять препарат; Вызвать скорую помощь и контролировать состояние пациентки."
tech2,415,Первая помощь - 36,Первая помощь при ранении грудной клетки.,Первая помощь населению,6,6,,публичный,2024-10-31,"Ситуация: В соседнем цеху вашего завода зовут на помощь, пострадавший коллега получил травму при работе со сложным механическим станком.","Скорая помощь в пути, ваши действия ?; Инородного тела нет: Что делать далее ?",Удостовериться в отсутствии инородного тела в ране; Прижать ладонь к ране и закрыть к ней доступ воздуха; Закрыть рану воздухонепроницаемым материалом и  зафиксировать этот материал повязкой или пластырем.; Придать пострадавшему полусидячее положение с наклоном в пораженную сторону.
tech2,414,Первая помощь - 35,Первая помощь при тепловом ударе,Первая помощь населению,6,6,,публичный,2024-10-31,"Ситуация: Вы отдыхаете на городском пляже, рядом с собой вы замечаете суету, несколько человек пытаются привести в чувство мужчину средних лет .","Первоочередное действие ?; Пострадавший находится в тени, он потерял сознание. При оценке дыхания: дыхания нет. Что делать ?","Перевести пострадавшего в прохладное, проветриваемое место (в тень); Приступить к базовой СЛР; Придать устойчивое боковое положение; Положить на голову и шею смоченные в холодной воде полотенца (салфетки)"
tech2,413,Первая помощь - 34,Первая помощь при острой реакции на стресс (страх),Первая помощь населению,6,6,,публичный,2024-10-31,"Ситуация: Гуляя по парку вы услышали крик женщины, она звала на помощь. Прибыв на крик вы увидели женщину которая сидела на скамейке и продолжала звать на помощ","Ваш первый шаг:; Скорая помощь в пути, какие ваши дальнейшие действия ?","Вызвать СПМ; Дождаться с пострадавшим скорой помощи; Предложить пострадавшему рассказать, причину ее страха, дать высказаться; Сказать, что страх в такой ситуации – это нормально. Попытаться сконцентрировать внимание пострадавшей на чем-то другом."
tech2,412,Первая помощь - 33,Первая помощь при отравлениях,Первая помощь населению,7,7,,публичный,2024-10-31,"Ситуация: К вам прибежала соседка, которая сообщила, что ее пожилая мама, по ошибке выпила большое количество таблеток, окажите ей первую помощь.",Что необходимо сделать прежде всего ?; Каковы ваши дальнейшие действия ?,"Вызвать СПМ; Выяснить обстоятельства произошедшего и препараты, которые выпила бабушка; Дать пострадавшему 5-6 стаканов воды; Инициировать рвоту"
tech2,411,Первая помощь - 32,Первая помощь при укусах насекомых,Первая помощь населению,5,5,,публичный,2024-10-31,"Ситуация: Вас позвала ваша знакомая с соседнего дачного участка, ее 25-летнюю дочь укусила пчела.",Что необходимо сделать в данной ситуации ?; Что необходимо сделать далее?,"Удалить жало из раны; Приложить холод к месту укуса; Следить за состоянием места укуса и общим состоянием больного, для исключение возникновения аллергической реакции."
tech2,410,Первая помощь - 31,Первая помощь при укусе ядовитой змеи,Первая помощь населению,6,6,,публичный,2024-10-31,"Ситуация: Вы услышали крик женщины в соседнем саду. Когда вам удалось найти пострадавшую, она была сильно напугана, сказала, что ее укусила змея.",Что необходимо сделать в данной ситуации ?; Что необходимо сделать далее?,Приложить холод и наложить стерильную сухую повязку; Ограничь подвижность пострадавшей конечности – прибинтовать ее к другой ноге; Проверка дыхания пострадавшего; Придать устойчивое боковое положение
tech2,409,Переход по вопросам УДАЛИТЬ,тестирую,Прочее,4,4,,"служебный, публичный",2024-10-29,,Вопрос,Верный ответ
tech2,407,Инфекционные болезни 020,Инфекционные болезни- гепатит А взрослые 020,Инфекционные болезни,13,13,13,публичный,2024-10-28,"Студентка, 19 лет, обратилась в поликлинику по месту жительства с жалобами на слабость, ломоту в мышцах, горечь по рту, желтушность кожи и склер, снижение аппет",,"Гепатит А; Гепатит А, желтушная форма, средней степени тяжести; Постельный режим; Гепатопротекторы"
tech2,406,Инфекционные болезни 019,Инфекционные болезни- балантидиаз взрослые 019,Инфекционные болезни,13,13,13,публичный,2024-10-28,"Женщина 57 лет, работница свинофермы, обратилась к терапевту-участковому по поводу слабости, тошноты, лихорадки, болей в животе и диареи.",,"Балантидиаз; Балантидиаз, острая форма, типичное течение, средняя степень тяжести; Мономицин; Энтерол"
tech2,405,Инфекционные болезни 018,Инфекционные болезни- амебиаз взрослые 018,Инфекционные болезни,13,13,13,публичный,2024-10-28,"Мужчина 40 лет на приеме в поликлинике жалуется на тянущие боли в животе, частое расстройство стула.",,Амебиаз; Кишечный амебиаз; Метронидазол; Препараты железа
tech2,404,Инфекционные болезни 017,Инфекционные болезни-лептоспироз взрослые 017,Инфекционные болезни,13,13,13,публичный,2024-10-28,"Женщина, 39 лет, доставлена в приемный покой инфекционной больницы из ФАПа, куда обратилась с жалобами на выраженную боль в мышцах и лихорадку в течение несколь",,"Лептоспироз; Лептоспироз, желтушная форма, тяжелая степень; Пенициллин; Ибупрофен"
tech2,403,Инфекционные болезни 016,Инфекционные болезни-сальмонеллез взрослые 016,Инфекционные болезни,13,13,13,публичный,2024-10-28,"Студент музыкальной консерватории, 22 лет, на занятиях почувствовал недомогание, боли в животе. Преподаватель вызвал скорую помощь.",,"Сальмонеллез; Сальмонеллез, гастроинтестинальная форма; Оральная регидратация; Креон"
tech2,402,Инфекционные болезни 015,Инфекционные болезни-дифтерия дети 015,Инфекционные болезни,13,13,13,публичный,2024-10-28,"В инфекционный стационар доставлена девочка 4 лет. Жалобы на боли в горле, головную боль, слабость.",,"Дифтерия; Дифтерия ротоглотки, вызванная токсигенными C. diphtheriae, локализованная пленчатая форма; Антибактериальные препараты; Проведение пробы по Безредко"
tech2,401,Инфекционные болезни 014,Инфекционные болезни-энтеробиоз дети 014,Инфекционные болезни,13,13,13,публичный,2024-10-27,"На приеме в поликлинике девочка 4 лет. Мать девочки рассказала, что последние три месяца у ребенка отмечается снижение аппетита, она стала раздражительной, сон ",,Энтеробиоз; Мебендазол; Цетиризин; Гигиенический уход
tech2,400,Инфекционные болезни 013,Инфекционные болезни-паротит дети 013,Инфекционные болезни,13,13,13,публичный,2024-10-27,"В приемный покой детской инфекционной больницы доставлен мальчик 6 лет. Со слов матери, ребенок вялый, отказывается от приема пищи, температура периодически пов",,"Паротит; Эпидемический паротит, типичная форма, средней степени тяжести; Дротаверин; Сухое тепло на область слюнных желез"
